iter	Passed	Remaining
1663	59801	299580
1664	59828	299500
1665	59852	299406
1666	59875	299307
1667	59902	299224
1668	59932	299160
1669	59960	299085
1670	59984	298990
1671	60007	298889
1672	60031	298792
1673	60056	298703
1674	60075	298582
1675	60100	298492
1676	60123	298395
1677	60148	298305
1678	60173	298215
1679	60206	298165
1680	60238	298111
1681	60267	298039
1682	60298	297982
1683	60329	297919
1684	60360	297861
1685	60386	297778
1686	60409	297676
1687	60437	297602
1688	60465	297532
1689	60505	297515
1690	60551	297528
1691	60596	297536
1692	60641	297546
1693	60675	297502
1694	60730	297563
1695	60784	297613
1696	60817	297566
1697	60852	297523
1698	60884	297471
1699	60916	297415
1700	60957	297405
1701	60982	297317
1702	61010	297240
1703	61042	297187
1704	61072	297125
1705	61136	297225
1706	61174	297199
1707	61215	297188
1708	61263	297212
1709	61310	297232
1710	61360	297261
1711	61419	297340
1712	61477	297408
1713	61527	297443
1714	61580	297489
1715	61623	297489
1716	61655	297433
1717	61704	297460
1718	61757	297505
1719	61833	297664
1720	61876	297662
1721	61919	297658
1722	61954	297619
1723	61991	297589
1724	62025	297542
1725	62065	297525
1726	62111	297539
1727	62174	297632
1728	62206	297576
1729	62242	297542
1730	62271	297472
1731	62304	297422
1732	62339	297382
1733	62386	297399
1734	62460	297544
1735	62515	297599
1736	62553	297568
1737	62683	297979
1738	62750	298090
1739	62797	298109
1740	62844	298125
1741	62889	298130
1742	62934	298135
1743	62979	298140
1744	63020	298127
1745	63061	298114
1746	63094	298065
1747	63128	298018
1748	63164	297982
1749	63197	297932
1750	63229	297877
1751	63266	297843
1752	63320	297889
1753	63356	297856
1754	63398	297844
1755	63441	297841
1756	63478	297808
1757	63509	297752
1758	63536	297673
1759	63564	297598
1760	63593	297528
1761	63623	297461
1762	63647	297369
1763	63678	297309
1764	63711	297257
1765	63744	297210
1766	63781	297178
1767	63821	297161
1768	63860	297135
1769	63914	297182
1770	63957	297180
1771	63991	297132
1772	64024	297082
1773	64049	296996
1774	64074	296908
1775	64096	296805
1776	64119	296712
1777	64139	296600
1778	64167	296525
1779	64196	296460
1780	64220	296368
1781	64241	296260
1782	64262	296156
1783	64284	296052
1784	64303	295939
1785	64321	295822
1786	64343	295721
1787	64366	295624
1788	64387	295518
1789	64409	295418
1790	64432	295323
1791	64455	295229
1792	64476	295125
1793	64497	295020
1794	64518	294914
1795	64536	294797
1796	64561	294710
1797	64582	294607
1798	64613	294549
1799	64632	294437
1800	64655	294341
1801	64675	294235
1802	64701	294153
1803	64730	294087
1804	64762	294032
1805	64787	293946
1806	64816	293878
1807	64836	293772
1808	64858	293673
1809	64877	293560
1810	64896	293450
1811	64914	293334
1812	64933	293219
1813	64955	293121
1814	64974	293011
1815	64995	292910
1816	65015	292800
1817	65035	292696
1818	65060	292610
1819	65084	292523
1820	65110	292444
1821	65135	292358
1822	65160	292276
1823	65184	292188
1824	65208	292097
1825	65227	291989
1826	65247	291883
1827	65268	291782
1828	65292	291693
1829	65317	291610
1830	65353	291573
1831	65376	291483
1832	65407	291426
1833	65431	291336
1834	65457	291259
1835	65484	291184
1836	65517	291137
1837	65546	291073
1838	65574	291002
1839	65598	290914
1840	65621	290825
1841	65647	290744
1842	65671	290660
1843	65696	290573
1844	65719	290485
1845	65744	290400
1846	65768	290314
1847	65792	290226
1848	65814	290131
1849	65833	290023
1850	65853	289919
1851	65872	289812
1852	65893	289710
1853	65913	289608
1854	65933	289505
1855	65952	289393
1856	65971	289287
1857	65991	289185
1858	66012	289085
1859	66032	288980
1860	66060	288911
1861	66086	288836
1862	66114	288767
1863	66145	288710
1864	66179	288668
1865	66213	288628
1866	66252	288610
1867	66286	288568
1868	66321	288528
1869	66356	288492
1870	66395	288469
1871	66421	288396
1872	66449	288327
1873	66475	288251
1874	66498	288158
1875	66520	288066
1876	66544	287979
1877	66578	287938
1878	66616	287913
1879	66647	287858
1880	66677	287803
1881	66706	287737
1882	66736	287680
1883	66775	287660
1884	66809	287618
1885	66832	287527
1886	66854	287436
1887	66878	287351
1888	66902	287268
1889	66925	287177
1890	66946	287080
1891	66967	286982
1892	66991	286898
1893	67015	286815
1894	67038	286728
1895	67060	286635
1896	67089	286572
1897	67116	286499
1898	67152	286466
1899	67190	286443
1900	67228	286417
1901	67255	286350
1902	67281	286274
1903	67304	286187
1904	67329	286108
1905	67354	286026
1906	67378	285944
1907	67405	285873
1908	67436	285819
1909	67464	285753
1910	67493	285692
1911	67526	285645
1912	67555	285581
1913	67583	285517
1914	67606	285428
1915	67632	285353
1916	67655	285266
1917	67677	285177
1918	67700	285091
1919	67725	285013
1920	67745	284911
1921	67768	284827
1922	67792	284744
1923	67823	284690
1924	67851	284624
1925	67877	284549
1926	67904	284478
1927	67936	284432
1928	67968	284381
1929	68005	284355
1930	68041	284320
1931	68078	284295
1932	68109	284243
1933	68155	284250
1934	68195	284236
1935	68242	284250
1936	68287	284257
1937	68325	284229
1938	68354	284171
1939	68381	284098
1940	68404	284015
1941	68428	283932
1942	68452	283848
1943	68476	283770
1944	68499	283681
1945	68521	283592
1946	68544	283508
1947	68585	283494
1948	68635	283521
1949	68680	283527
1950	68726	283535
1951	68769	283534
1952	68809	283519
1953	68845	283486
1954	68886	283472
1955	68925	283456
1956	68970	283458
1957	69009	283440
1958	69047	283416
1959	69080	283370
1960	69121	283357
1961	69186	283446
1962	69279	283648
1963	69335	283695
1964	69372	283666
1965	69415	283665
1966	69454	283645
1967	69516	283715
1968	69555	283698
1969	69592	283667
1970	69633	283658
1971	69667	283615
1972	69700	283570
1973	69733	283526
1974	69763	283468
1975	69800	283442
1976	69851	283470
1977	69896	283474
1978	69950	283513
1979	70029	283654
1980	70081	283687
1981	70120	283667
1982	70177	283719
1983	70226	283737
1984	70271	283739
