iter	RMSE
384	0.6873864964
385	0.6870681832
386	0.6869035255
387	0.6861893125
388	0.6861800902
389	0.6857667087
390	0.6855543487
391	0.6848694854
392	0.684499371
393	0.6841903593
394	0.6840040359
395	0.6837385251
396	0.683370736
397	0.6833597256
398	0.683132388
399	0.6828713362
400	0.6826925636
401	0.6823573889
402	0.6818440071
403	0.6814470977
404	0.6813773656
405	0.6809172388
406	0.6806933045
407	0.6799975979
408	0.6794705704
409	0.6790340998
410	0.6785852001
411	0.678185344
412	0.6775639038
413	0.6772294089
414	0.6770801247
415	0.6769554821
416	0.6766458549
417	0.6760912508
418	0.6755866764
419	0.6749807982
420	0.674722302
421	0.6744556598
422	0.6739002755
423	0.6735737595
424	0.6732174944
425	0.6728534209
426	0.6724891818
427	0.6718585736
428	0.6715496801
429	0.6713497616
430	0.671203632
431	0.6710389718
432	0.6707437239
433	0.6704659496
434	0.6699908033
435	0.6696410468
436	0.6692513808
437	0.6688579218
438	0.6685942292
439	0.6681790884
440	0.6678803406
441	0.6672781342
442	0.6666899207
443	0.6661346757
444	0.6657761423
445	0.6654493597
446	0.6648563585
447	0.6646616753
448	0.6642774618
449	0.6638360825
450	0.6633993169
451	0.6630886612
452	0.6625373792
453	0.6621551834
454	0.6618896997
455	0.661375743
456	0.6610122502
457	0.6604268999
458	0.6601658954
459	0.6598660029
460	0.6594036006
461	0.659395458
462	0.6590268838
463	0.6585575845
464	0.6581938305
465	0.6580468478
466	0.6577195097
467	0.6574853281
468	0.6570563627
469	0.656742126
470	0.6563414245
471	0.6560177866
472	0.6556562259
473	0.6554408368
474	0.6548516641
475	0.6544317611
476	0.6540776166
477	0.6536735782
478	0.6534188025
479	0.6530030346
480	0.6529987356
481	0.6526282721
482	0.6523373232
483	0.6515914321
484	0.650983506
485	0.6505504267
486	0.6500646766
487	0.6495545049
488	0.64917635
489	0.6488296989
490	0.6488239203
491	0.6484109043
492	0.6479976535
493	0.6476188955
494	0.6469580447
495	0.6467578654
496	0.6464990155
497	0.6460835307
498	0.6458576931
499	0.6456337711
500	0.6451448018
501	0.6447582953
502	0.6445234031
503	0.6445174478
504	0.6442559474
505	0.6438837978
506	0.6435656555
507	0.6432982457
508	0.6429316516
509	0.6425733611
510	0.6420711684
511	0.641608664
512	0.6411215489
513	0.6409902059
514	0.6407843443
515	0.6403583305
516	0.640104541
517	0.6395051572
518	0.6390413119
519	0.6385786409
520	0.6385729552
521	0.6383625284
522	0.6383571229
523	0.6380033308
524	0.6375020565
525	0.6371338219
526	0.6367502479
527	0.6363359699
528	0.6361169498
529	0.6357372705
530	0.6354265618
531	0.6350070161
532	0.6344845549
533	0.6342023852
534	0.6338690473
535	0.6335901057
536	0.6332561948
537	0.6328900542
538	0.6328813646
539	0.632505564
540	0.6320675883
541	0.6317713193
542	0.6313408174
543	0.6308079692
544	0.6306737347
545	0.6303927596
546	0.6298456433
547	0.6294303445
548	0.6292391207
549	0.6288303183
550	0.6286112951
551	0.6282233414
552	0.627901154
553	0.6276885048
554	0.6274428108
555	0.6272943019
556	0.6270602406
557	0.6266658209
558	0.626190457
559	0.6259137579
560	0.625566063
561	0.6253770348
562	0.6250693655
563	0.6246622766
564	0.6242456018
565	0.6239247616
566	0.6237173331
567	0.6232181054
568	0.6229977164
569	0.6226656164
570	0.6223599896
571	0.6223538931
572	0.6219954088
573	0.6216501554
574	0.6209992751
575	0.6207174522
576	0.6204606272
577	0.6202907754
578	0.6198873279
579	0.6196216553
580	0.619205295
581	0.6188057814
582	0.6185615811
583	0.6181480272
584	0.6176846356
585	0.6173564113
586	0.6170429305
587	0.6167067194
588	0.6164311341
589	0.616071724
590	0.6157924949
591	0.6155682633
592	0.6151325068
593	0.6150017879
594	0.6146847948
595	0.6143661096
596	0.6140696384
597	0.6140633304
598	0.6137576026
599	0.6137504704
600	0.6133105176
601	0.6129275155
602	0.6126692199
603	0.6122240975
604	0.6119555942
605	0.6116466863
606	0.611427522
607	0.6110468845
608	0.6107507909
609	0.6103608384
610	0.6101154003
611	0.609862428
612	0.6095898328
613	0.6092275458
614	0.6090087234
615	0.6084530029
616	0.6083660893
617	0.6081224528
618	0.6078103165
619	0.6076626546
620	0.6073064737
621	0.6069165708
622	0.6066798614
623	0.6062432757
624	0.6059654469
625	0.6057562902
626	0.6057499664
627	0.6054209299
628	0.6050918955
629	0.604755438
630	0.6044501304
631	0.6039967439
632	0.6039009106
633	0.6035310573
634	0.6031521754
635	0.6028662147
636	0.6025794641
637	0.602290238
638	0.6021382614
639	0.6018163392
640	0.6015252561
641	0.601285091
642	0.6010356554
643	0.6008053807
644	0.6006351597
645	0.600403792
646	0.6000930907
647	0.599794154
648	0.599285636
649	0.5992728746
650	0.5986903401
651	0.5984582451
652	0.5979110341
653	0.5976801486
654	0.5974571223
655	0.5974527303
656	0.5971923126
657	0.5968367964
658	0.5964232548
659	0.5960010732
660	0.5958236437
661	0.5954845165
662	0.595165926
663	0.5947517483
664	0.5945019522
665	0.5941546672
666	0.5940073093
667	0.5937443389
668	0.5932750107
669	0.5928893639
670	0.5926886946
671	0.5923106984
672	0.5920505724
673	0.5918187377
674	0.5914924043
675	0.5911793177
676	0.59077897
677	0.5905452952
678	0.5905407156
679	0.5903878034
680	0.5901149166
681	0.5898952398
682	0.5896099226
683	0.5894326942
684	0.589214661
685	0.5890502466
686	0.5888179843
687	0.5888130197
688	0.5884916184
689	0.5883444626
690	0.5881403994
691	0.5879098464
692	0.5876277417
693	0.5873993218
694	0.5873947403
695	0.5872895317
696	0.5870348337
697	0.5867187012
698	0.5864159759
699	0.5861549582
700	0.5858221442
701	0.5854431981
702	0.5852214365
703	0.5849914343
704	0.5846732804
705	0.5842329856
706	0.5840392756
707	0.5837766948
708	0.5834640009
709	0.5833021832
710	0.5829866917
711	0.5827537267
712	0.58262196
713	0.5823648328
714	0.5819482565
715	0.5817584113
716	0.5814007478
717	0.5811101528
718	0.5807303505
719	0.5806079349
720	0.5802959224
721	0.5799406899
722	0.5796828493
723	0.57967708
724	0.5794577887
725	0.5791497976
726	0.578755241
727	0.5784975316
728	0.5783951952
729	0.5781919297
730	0.5780588145
731	0.5778723536
732	0.57776024
733	0.5773591866
734	0.5770542495
735	0.576931744
736	0.576618966
737	0.5762791427
738	0.5760540611
739	0.5757945372
740	0.5755571194
741	0.575350036
742	0.5753436897
743	0.5752189502
744	0.5749599789
745	0.5747413671
746	0.574544707
747	0.5741908171
748	0.5737364252
749	0.5734323443
750	0.5732933024
751	0.5730187076
752	0.5728446788
753	0.5725629417
754	0.5721655009
755	0.5718405465
756	0.5717370934
757	0.5715050256
758	0.5712821541
759	0.5709914675
760	0.5708086533
761	0.5705306666
762	0.5701997365
763	0.5698282172
764	0.5696959952
765	0.5695474144
766	0.569222094
767	0.5689761846
768	0.5687619272
769	0.5685582044
770	0.5683733493
771	0.5680740634
772	0.5677819683
773	0.5674376736
774	0.567212197
775	0.5669904344
776	0.5665402371
777	0.5662521444
778	0.5660250216
779	0.5657844241
780	0.5656032583
781	0.56535558
782	0.5649942661
783	0.5646020977
784	0.5644058093
785	0.5641860847
786	0.5639962504
787	0.5637360498
788	0.5635361645
789	0.5633016015
790	0.56306264
791	0.5625472449
792	0.5624320112
793	0.5621438448
794	0.5618289187
795	0.5614501234
796	0.5612204013
797	0.5610042219
798	0.5610004858
799	0.5608841023
800	0.5607186922
801	0.560520688
802	0.5602984109
803	0.5601149897
804	0.5598650921
805	0.5596957643
806	0.5594344518
807	0.5591385093
808	0.5588741103
809	0.5586520384
810	0.5586471088
811	0.5584479355
812	0.5582743959
813	0.5581494096
814	0.557895919
815	0.5575828763
816	0.5573255481
817	0.5571402352
818	0.5570590368
819	0.5568631914
820	0.556582039
821	0.5563088558
822	0.5560711452
823	0.5558826376
824	0.5555877086
825	0.5552931783
826	0.5549841503
827	0.5549809939
828	0.5546806174
829	0.5543379664
830	0.554101641
831	0.5539647266
832	0.5537990294
833	0.553479072
834	0.5531748896
835	0.5527297998
836	0.5525844829
837	0.552401277
838	0.5521705085
839	0.5519142799
840	0.5516190737
841	0.5513675171
842	0.5512071404
843	0.5510320679
844	0.5507835034
845	0.5506732138
846	0.5504480527
847	0.5502863512
848	0.5500855633
849	0.5500821323
850	0.5499252275
851	0.5497929203
852	0.5494613479
853	0.5491540318
854	0.5488825537
855	0.5487306805
856	0.5483473229
857	0.548188722
858	0.5478480833
859	0.5475724385
860	0.5473403129
861	0.5472785689
862	0.5470457552
863	0.5468916777
864	0.5465638084
865	0.5463986968
866	0.5461672657
867	0.5458223098
868	0.5456434745
869	0.5452211815
870	0.5448622418
871	0.5447223875
872	0.5444989148
873	0.5441882891
874	0.5439634121
875	0.5438199303
876	0.5433802316
877	0.5430719054
878	0.542835361
879	0.5426048534
880	0.5424353493
881	0.5421761521
882	0.5416844826
883	0.5414993532
884	0.541237574
885	0.5409596049
886	0.5406247365
887	0.5403008604
888	0.5401771923
889	0.5400048797
890	0.5398468196
891	0.5396287237
892	0.5394861736
893	0.5394158347
894	0.5392243671
895	0.5390410648
896	0.5388269837
897	0.5387215234
898	0.5384972524
899	0.53830646
900	0.538167702
901	0.5379825958
902	0.5377265691
903	0.5375011266
904	0.5373814611
905	0.5372393747
906	0.5367712951
907	0.5366014325
908	0.5362966083
909	0.5359987164
910	0.5358117031
911	0.5356356287
912	0.5354633808
913	0.5352356876
914	0.5350190493
915	0.5347655757
916	0.534610818
917	0.5344125636
918	0.5341671581
919	0.5339567825
920	0.5338940883
921	0.5335889621
922	0.533365552
923	0.5332113714
924	0.5327966154
925	0.5326694154
926	0.532417466
927	0.5322538755
928	0.5318010477
929	0.5316442868
930	0.5312330514
931	0.5311129309
932	0.5309713446
933	0.5308104389
934	0.5306481029
935	0.5305079752
936	0.5303457269
937	0.5302033818
938	0.5301287583
939	0.5298751255
940	0.5296896637
941	0.5294146073
942	0.5291660023
943	0.5288232055
944	0.5286683005
945	0.5283645037
946	0.5281248571
947	0.528049374
948	0.5278170203
949	0.5274413928
950	0.5272718833
951	0.5270834557
952	0.5268654718
953	0.5265369707
954	0.5264377822
955	0.5263214546
956	0.5261073202
957	0.5258997097
958	0.5257665603
959	0.5255259994
960	0.5252946821
961	0.5251795097
962	0.5250195757
963	0.5248136421
964	0.5248061284
965	0.5245268008
966	0.5243233946
967	0.5241328466
968	0.5240575085
969	0.5240529019
970	0.5237092563
971	0.5235636035
972	0.5233576524
973	0.5230081649
974	0.5228545533
975	0.5226477594
976	0.5224052109
977	0.5222020775
978	0.5218560223
979	0.5215173034
980	0.5212419417
981	0.5211673074
982	0.5210093252
983	0.5208656166
984	0.520776066
985	0.5205763643
986	0.5204024175
987	0.5201884636
988	0.5199836959
989	0.5198161514
990	0.5195048133
991	0.5192154336
992	0.5188594813
993	0.518748496
994	0.5183928933
995	0.5179885446
996	0.5177438298
997	0.5175631491
998	0.5172541687
999	0.5170777996
1000	0.516733278
1001	0.5167263854
1002	0.5165575805
1003	0.5162907246
1004	0.5159677871
1005	0.5156640515
1006	0.5156074836
1007	0.515320525
1008	0.515002026
1009	0.5149106184
1010	0.5146988148
1011	0.5144268446
1012	0.5142378619
1013	0.5139540668
1014	0.5139346673
1015	0.5137385336
1016	0.5136210619
1017	0.5133447296
1018	0.5133409939
1019	0.5131408224
1020	0.5129156363
1021	0.512683246
1022	0.5125415543
1023	0.512213612
1024	0.5120259441
1025	0.5118916501
1026	0.5116303841
1027	0.5114307576
1028	0.5110633115
1029	0.5109126178
1030	0.5106244022
1031	0.510405951
1032	0.5102111302
1033	0.5099798844
1034	0.5098145566
1035	0.5096611723
1036	0.5095875996
1037	0.5094511029
1038	0.5092996907
1039	0.5088259097
1040	0.508628781
1041	0.5084005771
1042	0.5082022953
1043	0.5079784769
1044	0.5077854893
1045	0.5075048385
1046	0.5072515274
1047	0.5069261392
1048	0.5067096969
1049	0.5064288264
1050	0.5062122358
1051	0.5060987176
1052	0.5059455512
1053	0.5057323061
1054	0.505587591
1055	0.505461884
1056	0.5053082334
1057	0.5050923831
1058	0.5048850416
1059	0.5045068909
1060	0.5041796538
1061	0.5041747579
1062	0.503862755
1063	0.503668037
1064	0.5035785806
1065	0.5033735928
1066	0.5031866996
1067	0.5029944463
1068	0.5027478074
1069	0.50229741
1070	0.5021029952
1071	0.5018087504
1072	0.5016251262
1073	0.5013354527
1074	0.5010212665
1075	0.5008120923
1076	0.5006353915
1077	0.5004496464
1078	0.500122088
1079	0.4998786689
1080	0.4995974682
1081	0.499353668
1082	0.499039308
1083	0.4988998688
1084	0.4987657717
1085	0.4985089518
1086	0.4983561343
1087	0.4981514705
1088	0.4977813381
1089	0.49762334
1090	0.4974791128
1091	0.4972816589
1092	0.4970386962
1093	0.4967969287
1094	0.4966484154
1095	0.4964656212
1096	0.4962598767
1097	0.4961482653
1098	0.4959352314
1099	0.4955965411
1100	0.4953363363
1101	0.4951892808
1102	0.4950230237
1103	0.4948436953
1104	0.4948394216
1105	0.4945465065
1106	0.4945436618
1107	0.494540895
1108	0.4943420953
1109	0.4941451391
1110	0.4939803548
1111	0.4938127819
1112	0.4937422943
1113	0.4934001838
1114	0.4932251711
1115	0.4930263426
1116	0.4927510485
1117	0.4925030538
1118	0.4922549648
1119	0.4920065238
1120	0.4918253087
1121	0.4915786598
1122	0.4912764778
1123	0.4911559533
1124	0.4909469562
1125	0.4907936313
1126	0.4907841991
1127	0.4905510209
1128	0.4902966021
1129	0.4901351215
1130	0.4900358435
1131	0.4898810962
1132	0.4897040808
1133	0.4893604255
1134	0.4893546904
1135	0.4892249269
1136	0.4889930764
1137	0.4887144039
1138	0.4886053467
1139	0.4884532776
1140	0.488233117
1141	0.488229917
1142	0.4880650825
1143	0.4879054077
1144	0.487902613
1145	0.4878265827
1146	0.4875438731
1147	0.487350311
1148	0.4872200289
1149	0.486922544
1150	0.4867735955
1151	0.486480889
1152	0.4864771923
1153	0.4863733691
1154	0.4860924663
1155	0.4858671284
1156	0.4857997873
1157	0.4854993439
1158	0.4854039985
1159	0.4851914288
1160	0.4849514355
1161	0.4849001852
1162	0.4846919102
1163	0.4844740759
1164	0.4841569298
1165	0.483918035
1166	0.4837105058
1167	0.4836088169
1168	0.48340414
1169	0.4832370385
1170	0.4831553991
1171	0.4829126672
1172	0.4827760831
1173	0.4824459273
1174	0.482293332
1175	0.4820073105
1176	0.4818063478
1177	0.4816024795
1178	0.4813209897
1179	0.4811767131
1180	0.481034637
1181	0.4807400713
1182	0.4804902237
1183	0.4803405741
1184	0.4801899103
1185	0.4799978071
1186	0.4798260052
1187	0.4796248734
1188	0.4794855634
1189	0.4793194124
1190	0.4791243922
1191	0.4788907849
1192	0.478751608
1193	0.4786379699
1194	0.4786327927
1195	0.4784489744
1196	0.4783326177
1197	0.4781444152
1198	0.4778667596
1199	0.4775488523
1200	0.4774089928
1201	0.4772694108
1202	0.4772413405
1203	0.4772385342
1204	0.4770838195
1205	0.4769980461
1206	0.4768561935
1207	0.4767611514
1208	0.4765938006
1209	0.4764158409
1210	0.4762102873
1211	0.4760025687
1212	0.4758763732
1213	0.4757475829
1214	0.4755644036
1215	0.4753865981
1216	0.4750246228
1217	0.4748642899
1218	0.4746652683
1219	0.4744829295
1220	0.4742368573
1221	0.4741190857
1222	0.4739100688
1223	0.4737475027
1224	0.4736171098
1225	0.4734949731
1226	0.4732271514
1227	0.4731888141
1228	0.472994678
1229	0.4728466742
1230	0.4726404062
1231	0.4725049331
1232	0.4723470687
1233	0.4721112063
1234	0.4720001355
1235	0.4718719381
1236	0.4713542874
1237	0.4711938662
1238	0.4710371338
1239	0.4708914351
1240	0.4706644144
1241	0.4705723659
1242	0.4702414639
1243	0.4700710512
1244	0.4699433303
1245	0.4697394565
1246	0.4694804993
1247	0.4692948326
1248	0.4691817777
1249	0.4690201495
1250	0.4688438748
1251	0.4687002148
1252	0.4686703911
1253	0.4685413272
1254	0.4684180373
1255	0.468295698
1256	0.4680930506
1257	0.4678862569
1258	0.4676602371
1259	0.4674050061
1260	0.4672776694
1261	0.4671133199
1262	0.4667717282
1263	0.466646054
1264	0.4663965234
1265	0.4662573907
1266	0.4659785628
1267	0.4658113747
1268	0.4655100639
1269	0.4652639606
1270	0.4651194641
1271	0.4650980843
1272	0.4648959936
1273	0.464693767
1274	0.4646187003
1275	0.4644935522
1276	0.4643528596
1277	0.4641627851
1278	0.4640721915
1279	0.4638839582
1280	0.4635972719
1281	0.4634352653
1282	0.4631682221
1283	0.4630426546
1284	0.4628402422
1285	0.4625941146
1286	0.4624001899
1287	0.4623380854
1288	0.4622035322
1289	0.4621145865
1290	0.461937626
1291	0.4617704252
1292	0.46154324
1293	0.4612455252
1294	0.4611373575
1295	0.460967
1296	0.4608487324
1297	0.460737257
1298	0.4605871183
1299	0.4602319013
1300	0.4600292473
1301	0.4598174609
1302	0.4596953363
1303	0.4593873147
1304	0.4591052954
1305	0.4589813975
1306	0.4588610086
1307	0.4585946559
1308	0.4584647756
1309	0.4582953455
1310	0.458149756
1311	0.45794709
1312	0.4576895674
1313	0.4575552745
1314	0.4572818159
1315	0.4571607163
1316	0.4570429834
1317	0.4568321036
1318	0.4566284933
1319	0.4564451004
1320	0.4562492358
1321	0.4560627069
1322	0.4559723191
1323	0.4557882326
1324	0.455593166
1325	0.4554692848
1326	0.4552398367
1327	0.4549396001
1328	0.4546424355
1329	0.4544710644
1330	0.4543047655
1331	0.4541795157
1332	0.4539811578
1333	0.4538333009
1334	0.4537214572
1335	0.45371322
1336	0.4537084359
